time,dr_imu_x,dr_imu_y,dr_imu_theta
1747686084.9908376,[4.38237173],[0.74075618],[-1.80556356]
1747686085.152906,[4.38237173],[0.74075618],[-1.81561866]
1747686085.2971148,[4.38237173],[0.74075618],[-1.83556034]
1747686085.4647698,[4.38237173],[0.74075618],[-1.86550187]
1747686085.7148204,[4.38237173],[0.74075618],[-1.8662459]
1747686085.8663316,[4.38237173],[0.74075618],[-1.90564203]
1747686086.1679296,[4.38237155],[0.74075568],[-1.91340567]
1747686086.3138475,[4.38237154],[0.74075565],[-1.92836047]
1747686086.4660888,[4.38237149],[0.74075554],[-1.96579193]
1747686086.6753333,[4.38237134],[0.7407552],[-1.96768953]
1747686086.8938644,[4.38237124],[0.74075497],[-1.99577614]
1747686087.230432,[4.38237123],[0.74075495],[-2.03019331]
1747686087.370722,[4.38237124],[0.74075497],[-2.03019331]
1747686087.5380545,[4.38237126],[0.74075502],[-2.05277921]
1747686087.7008345,[4.38237134],[0.74075515],[-2.08510393]
1747686087.8795686,[4.38237149],[0.7407554],[-2.11224723]
1747686088.4071646,[4.38237041],[0.74075373],[-2.12169511]
1747686088.6053383,[4.38237041],[0.74075373],[-2.13349254]
1747686088.7709143,[4.38236916],[0.74075177],[-2.1479911]
1747686088.8900702,[4.38236911],[0.74075173],[-2.17943338]
1747686089.0497484,[4.38236911],[0.74075173],[-2.20009296]
1747686089.2941833,[4.38236911],[0.74075173],[-2.21702795]
1747686089.4304063,[4.38236763],[0.74074977],[-2.23363576]
1747686089.5607934,[4.38236762],[0.74074978],[-2.23684494]
1747686089.7171388,[4.38236765],[0.74074982],[-2.23795535]
1747686090.0358777,[4.3823629],[0.74074388],[-2.23939285]
1747686090.1697013,[4.3823629],[0.74074388],[-2.23939285]
1747686090.3018882,[4.38236299],[0.7407439],[-2.23929522]
1747686090.5398626,[4.38235625],[0.74073544],[-2.23919856]
1747686090.6955857,[4.38234927],[0.74072654],[-2.23919215]
1747686090.9852605,[4.38233998],[0.7407149],[-2.23903018]
1747686091.172594,[4.38233123],[0.74070381],[-2.23870092]
1747686091.3128464,[4.38233182],[0.74070439],[-2.23886255]
1747686091.4768074,[4.38233206],[0.7407047],[-2.23880366]
1747686091.6865556,[4.38233253],[0.74070529],[-2.23865917]
1747686092.006259,[4.38233301],[0.74070589],[-2.23861244]
1747686092.1222618,[4.38233301],[0.74070589],[-2.23861244]
1747686092.2793345,[4.38233305],[0.74070596],[-2.23763746]
1747686092.509498,[4.38233301],[0.74070591],[-2.23680031]
1747686092.686415,[4.38233302],[0.74070592],[-2.23670432]
1747686092.9930298,[4.38233301],[0.74070591],[-2.23660792]
1747686093.143833,[4.38233305],[0.74070596],[-2.23652673]
1747686093.316677,[4.382333],[0.7407059],[-2.23646876]
1747686093.4922154,[4.38233302],[0.74070593],[-2.23632417]
1747686093.700402,[4.38233299],[0.74070589],[-2.23622608]
1747686093.9922214,[4.38233304],[0.74070595],[-2.23612617]
1747686094.138159,[4.38233299],[0.74070588],[-2.2360965]
1747686094.2673013,[4.38233303],[0.74070593],[-2.23605424]
1747686094.4867396,[4.38233302],[0.74070593],[-2.23584211]
1747686094.6894233,[4.38233299],[0.74070589],[-2.23574302]
1747686094.9853897,[4.38233298],[0.74070588],[-2.23564777]
1747686095.1205142,[4.38233305],[0.74070596],[-2.23560362]
1747686095.2752578,[4.38233299],[0.74070589],[-2.23546144]
1747686095.4926553,[4.38233298],[0.74070588],[-2.24331582]
1747686095.8039086,[4.38233304],[0.74070595],[-2.24802777]
1747686095.9595885,[4.38233298],[0.74070588],[-2.26500496]
1747686096.113946,[4.38233304],[0.74070595],[-2.26500496]
1747686096.284605,[4.38233299],[0.74070589],[-2.30908074]
1747686096.4654672,[4.38233299],[0.74070589],[-2.3522852]
1747686096.8116844,[4.382333],[0.7407059],[-2.35332313]
1747686096.9525363,[4.38233306],[0.74070595],[-2.40867942]
1747686097.0949244,[4.38233305],[0.74070595],[-2.44705429]
1747686097.2863524,[4.38233305],[0.74070594],[-2.52383361]
1747686097.477925,[4.38233301],[0.74070591],[-2.56741337]
1747686097.8012743,[4.38233307],[0.74070595],[-2.61059511]
1747686097.9366279,[4.38233302],[0.74070592],[-2.64872816]
1747686098.0793426,[4.38233302],[0.74070592],[-2.67654582]
1747686098.304304,[4.38233303],[0.74070592],[-2.73971236]
1747686098.5768204,[4.38233298],[0.7407059],[-2.77942674]
1747686098.706453,[4.38233305],[0.74070593],[-2.77942674]
1747686098.926037,[4.38233335],[0.74070602],[-2.85813335]
1747686099.0626748,[4.38233343],[0.74070604],[-2.89763654]
1747686099.2786386,[4.38233395],[0.74070615],[-2.91309757]
1747686099.5843627,[4.38233442],[0.74070623],[-2.97982799]
1747686099.6938846,[4.38233442],[0.74070623],[-2.98817107]
1747686099.854068,[4.38233451],[0.74070624],[-3.05340761]
1747686100.1893477,[4.38233442],[0.74070624],[-3.06991543]
1747686100.3027735,[4.38233442],[0.74070624],[3.19145786]
1747686100.5934408,[4.38233434],[0.74070624],[-3.129978]
1747686100.7120008,[4.38233434],[0.74070624],[3.12122618]
1747686100.899659,[4.38233427],[0.74070624],[3.06739827]
1747686101.0666833,[4.38233414],[0.74070626],[3.04881435]
1747686101.3792162,[4.38233783],[0.74070548],[2.97152725]
1747686101.5199125,[4.38234197],[0.74070491],[2.96345516]
1747686101.6585104,[4.38235393],[0.74070246],[2.9432626]
1747686101.8985453,[4.38241521],[0.74068635],[2.8608224]
1747686102.088174,[4.38241542],[0.74068629],[2.8429859]
1747686102.403702,[4.38241578],[0.74068615],[2.78747749]
1747686102.5767717,[4.38241584],[0.74068614],[2.75892877]
1747686102.7495027,[4.38241074],[0.74068827],[2.72598634]
1747686102.9512842,[4.38241025],[0.74068851],[2.69704276]
1747686103.0954618,[4.38241022],[0.74068852],[2.67971323]
1747686103.4123108,[4.38240952],[0.74068891],[2.65038699]
1747686103.5784822,[4.38240947],[0.74068894],[2.63173162]
1747686103.70623,[4.38240944],[0.74068895],[2.63173162]
1747686103.9181476,[4.38240875],[0.74068936],[2.63232978]
1747686104.2097173,[4.38240833],[0.74068958],[2.63062934]
1747686104.3352702,[4.38240831],[0.74068958],[2.63130126]
1747686104.4888158,[4.38240824],[0.74068962],[2.63122918]
1747686104.7332833,[4.38240762],[0.74068999],[2.63066148]
1747686104.9122715,[4.3824075],[0.74069003],[2.63124613]
1747686105.1793203,[4.38240711],[0.74069026],[2.63076148]
1747686105.3271782,[4.38240709],[0.74069027],[2.62962598]
1747686105.4660976,[4.38240691],[0.74069036],[2.63002327]
1747686105.7047405,[4.38240639],[0.74069067],[2.62955035]
1747686105.9838595,[4.38240617],[0.74069078],[2.62957786]
1747686106.1706934,[4.38240615],[0.74069079],[2.62984092]
1747686106.3411918,[4.38240618],[0.74069077],[2.63007776]
1747686106.507327,[4.38240623],[0.74069075],[2.63003008]
1747686106.6842272,[4.38240636],[0.74069067],[2.6295679]
1747686107.0054646,[4.38240661],[0.74069053],[2.62956492]
1747686107.171013,[4.38240663],[0.74069052],[2.62962368]
1747686107.320889,[4.38240665],[0.74069051],[2.62995381]
1747686107.524817,[4.38240686],[0.74069039],[2.62963699]
1747686107.776932,[4.38240696],[0.74069034],[2.62966826]
1747686107.9214966,[4.38240702],[0.7406903],[2.62998656]
1747686108.0794563,[4.38240723],[0.74069018],[2.62441056]
1747686108.2883706,[4.38236339],[0.74071868],[2.62008966]
1747686108.499448,[4.38234562],[0.74072721],[2.55086639]
1747686108.82665,[4.38234563],[0.74072722],[2.53523871]
1747686108.96757,[4.38234566],[0.7407272],[2.47303102]
1747686109.0957758,[4.38234563],[0.74072723],[2.2820913]
1747686109.320704,[4.38234566],[0.7407272],[2.09282899]
1747686109.5784726,[4.38234564],[0.74072723],[2.01687778]
1747686109.7582319,[4.38234565],[0.74072719],[1.8118366]
1747686109.8858151,[4.38234565],[0.74072719],[1.62714269]
1747686110.0982184,[4.38234565],[0.74072723],[1.21058876]
1747686110.3117971,[4.38234566],[0.74072723],[0.95540701]
1747686110.6009557,[4.38234563],[0.7407272],[0.86990347]
1747686110.7850223,[4.38234563],[0.7407272],[0.55607]
1747686110.9422996,[4.38234567],[0.74072722],[0.20322741]
1747686111.07319,[4.38367297],[0.74085107],[0.09304074]
1747686111.5266485,[4.41961636],[0.73876137],[-0.33664407]
1747686111.6678302,[4.42027828],[0.73338793],[-0.3418973]
1747686111.7999427,[4.42027828],[0.73338793],[-0.3418973]
1747686111.9932997,[4.43648774],[0.725538],[-0.45522029]
1747686112.155802,[4.44172321],[0.72259408],[-0.48236874]
1747686112.4115422,[4.44437766],[0.72119781],[-0.48271556]
1747686112.5474398,[4.44791956],[0.71934122],[-0.48271556]
1747686112.7049456,[4.45500325],[0.71562779],[-0.48284694]
1747686112.9084241,[4.4709414],[0.70727233],[-0.48721843]
1747686113.213676,[4.49123036],[0.69645062],[-0.48805173]
1747686113.3678443,[4.49193513],[0.69564711],[-0.54308007]
1747686113.518452,[4.49277997],[0.69510973],[-0.57975163]
1747686113.7165642,[4.50463199],[0.68591846],[-0.72920252]
1747686114.1028202,[4.51747898],[0.67326497],[-0.80518095]
1747686114.3032424,[4.52815344],[0.66001179],[-0.95307633]
1747686114.4355698,[4.52847424],[0.65898966],[-0.97330987]
1747686114.5869412,[4.53070999],[0.65567241],[-0.97330987]
1747686114.7494998,[4.53127243],[0.65484584],[-1.02540714]
1747686114.9833355,[4.53169339],[0.65392439],[-1.05019956]
1747686115.1186495,[4.53416561],[0.64957846],[-1.15639339]
1747686115.307739,[4.53516523],[0.64671343],[-1.15639339]
1747686115.499368,[4.53876822],[0.63108272],[-1.49843596]
1747686115.8204412,[4.53618267],[0.59192856],[-1.66312478]
1747686115.9886334,[4.53590615],[0.58894207],[-1.66312478]
1747686116.155401,[4.53449214],[0.58406786],[-1.84396648]
1747686116.367421,[4.53244052],[0.57944217],[-2.03128074]
1747686116.673938,[4.53021914],[0.57496406],[-2.18346633]
1747686116.826263,[4.528704],[0.57350757],[-2.18346633]
1747686117.0506754,[4.52035788],[0.56227052],[-2.21340015]
1747686117.2099688,[4.51975876],[0.56147019],[-2.21462403]
1747686117.401594,[4.51795473],[0.55907408],[-2.2147762]
1747686117.6759148,[4.51735433],[0.55827468],[-2.21480998]
1747686117.8156762,[4.51015113],[0.54868068],[-2.21484499]
1747686117.9433715,[4.51015113],[0.54868068],[-2.21484524]
1747686118.145533,[4.50774979],[0.54548289],[-2.21484534]
1747686118.4345345,[4.5023472],[0.53828806],[-2.21518063]
1747686118.6267,[4.49753853],[0.53189711],[-2.21592913]
1747686118.796186,[4.49693426],[0.53110065],[-2.21620145]
1747686118.977352,[4.49272036],[0.52551375],[-2.21612293]
1747686119.2466884,[4.48966458],[0.52155778],[-2.21612293]
1747686119.4104486,[4.48609742],[0.51673425],[-2.21716655]
1747686119.5907679,[4.47648357],[0.5039472],[-2.21853025]
1747686119.7406988,[4.47466638],[0.50156094],[-2.21958055]
1747686119.9226425,[4.46982644],[0.49517633],[-2.2186828]
1747686120.2203097,[4.45901455],[0.48076487],[-2.19834494]
1747686120.3911855,[4.45774594],[0.47921935],[-2.18612812]
1747686120.600475,[4.45345681],[0.47242328],[-2.18031988]
1747686120.7502642,[4.45257042],[0.47059444],[-2.14359488]
1747686121.027662,[4.45044616],[0.46720344],[-2.12995852]
1747686121.1694484,[4.45044616],[0.46720344],[-2.11034804]
1747686121.3547733,[4.44533135],[0.45861139],[-2.0914789]
1747686121.5534163,[4.43652886],[0.44291451],[-2.06216577]
1747686121.8172348,[4.43597029],[0.44208566],[-2.04634582]
1747686121.9600816,[4.43528436],[0.43898552],[-2.03357331]
1747686122.1159346,[4.43356954],[0.43536949],[-1.98324196]
1747686122.3142002,[4.42886502],[0.42541701],[-1.91717824]
1747686122.6245644,[4.42413499],[0.41109228],[-1.89862977]
1747686122.8009677,[4.42397029],[0.40790749],[-1.83351497]
1747686122.9661703,[4.42376691],[0.40692138],[-1.83351497]
1747686123.1026425,[4.42330796],[0.40497561],[-1.76333268]
1747686123.3945482,[4.41811456],[0.38570416],[-1.70396821]
1747686123.5520878,[4.42019881],[0.38401131],[-1.69417714]
1747686123.7494235,[4.41882045],[0.37006204],[-1.64530012]
1747686123.9456112,[4.41860133],[0.36305641],[-1.60399995]
1747686124.136784,[4.41786714],[0.34908731],[-1.57262127]
1747686124.447189,[4.41890731],[0.33590748],[-1.53661796]
1747686124.577363,[4.41845999],[0.33193389],[-1.53661796]
1747686124.7773845,[4.41781116],[0.32798827],[-1.50102102]
1747686125.0085912,[4.42089786],[0.31674104],[-1.49579585]
1747686125.2829297,[4.42146861],[0.30875492],[-1.49095401]
1747686125.4290655,[4.42179293],[0.30576308],[-1.49401343]
1747686125.5609615,[4.42179293],[0.30576308],[-1.494086]
1747686125.7243447,[4.42199516],[0.30377279],[-1.49090344]
1747686126.0477862,[4.42318902],[0.28576249],[-1.49434867]
1747686126.2185907,[4.42306396],[0.28176829],[-1.49434867]
1747686126.3896842,[4.42400621],[0.27775906],[-1.49529577]
1747686126.5148387,[4.42400621],[0.27775906],[-1.48873874]
1747686126.7905278,[4.42456847],[0.26478904],[-1.4946879]
1747686126.926812,[4.42534826],[0.26179612],[-1.4946088]
1747686127.098993,[4.42570532],[0.25580957],[-1.48932749]
1747686127.2945824,[4.42607638],[0.23385337],[-1.49511202]
1747686127.6032887,[4.42974643],[0.20886483],[-1.48332655]
1747686127.7793078,[4.42974643],[0.20886483],[-1.48332655]
1747686127.954707,[4.42974643],[0.20886483],[-1.48332655]
1747686128.0856934,[4.42974643],[0.20886483],[-1.47665136]
1747686128.4188328,[4.43131704],[0.19294511],[-1.47615334]
1747686128.580947,[4.43131704],[0.19294511],[-1.47612835]
1747686128.7319987,[4.43131704],[0.19294511],[-1.47612835]
1747686128.9011495,[4.43141158],[0.19194981],[-1.47612376]
1747686129.2215793,[4.4322622],[0.18299208],[-1.47611945]
1747686129.3644621,[4.4322622],[0.18299208],[-1.47611945]
1747686129.5229259,[4.43282929],[0.17702028],[-1.47611927]
1747686129.7719138,[4.43349089],[0.17005316],[-1.47611927]
1747686130.0333166,[4.4350031],[0.1541286],[-1.4761193]
1747686130.177634,[4.43528664],[0.15114275],[-1.47611933]
1747686130.3314996,[4.43689335],[0.13422298],[-1.47611937]
1747686130.4899123,[4.43698787],[0.13322771],[-1.47611936]
1747686130.7978172,[4.44039029],[0.09739799],[-1.47611921]
1747686130.968569,[4.44039029],[0.09739799],[-1.47611927]
1747686131.13611,[4.44105187],[0.09043115],[-1.47611925]
1747686131.290504,[4.44105187],[0.09043115],[-1.47611925]
1747686131.5786242,[4.44275474],[0.07151275],[-1.47766722]
1747686131.7344723,[4.44294383],[0.07052557],[-1.4781339]
1747686131.9610977,[4.44312825],[0.06853456],[-1.47844543]
1747686132.1650178,[4.44312825],[0.06853456],[-1.47844543]
1747686132.5333643,[4.44312825],[0.06853456],[-1.47774486]
1747686132.7963035,[4.44430234],[0.053585],[-1.47774486]
1747686132.931944,[4.44430234],[0.053585],[-1.47929538]
1747686133.127338,[4.44604723],[0.03166532],[-1.47798594]
1747686133.4195974,[4.4471539],[0.02471566],[-1.48191698]
1747686133.6085317,[4.4476273],[0.0197383],[-1.48173054]
1747686133.7645884,[4.44800122],[0.01575625],[-1.48174066]
1747686133.9494038,[4.44811816],[0.01476267],[-1.48174066]
1747686134.1999054,[4.44837739],[0.01177454],[-1.48128411]
1747686134.3566682,[4.44837739],[0.01177454],[-1.47953347]
1747686134.5046017,[4.44876147],[0.00779364],[-1.47931258]
1747686134.6778839,[4.44893245],[0.00580137],[-1.48102246]
1747686134.9281166,[4.44912198],[0.00381071],[-1.48013659]
1747686135.1026108,[4.44912198],[0.00381071],[-1.48095106]
1747686135.2462606,[4.4496071],[-0.00216823],[-1.4808719]
1747686135.4161963,[4.4497633],[-0.00315891],[-1.48037422]
1747686135.6905255,[4.44985689],[-0.00415435],[-1.47936644]
1747686135.8514416,[4.45086666],[-0.01610911],[-1.48009125]
1747686135.9834332,[4.45103632],[-0.01709895],[-1.48138031]
1747686136.1785753,[4.4513732],[-0.02108389],[-1.48138031]
1747686136.424602,[4.45144687],[-0.02208096],[-1.48163048]
1747686136.6099212,[4.45167313],[-0.02406881],[-1.4808964]
1747686136.7970803,[4.45193869],[-0.02705641],[-1.47996003]
1747686136.939253,[4.45201768],[-0.02805308],[-1.48129826]
1747686137.182261,[4.45213104],[-0.0290469],[-1.47952154]
1747686137.3150203,[4.45222567],[-0.03004224],[-1.48025208]
1747686137.477262,[4.45323109],[-0.04500324],[-1.4817877]
1747686137.8511589,[4.45459417],[-0.07394244],[-1.48206226]
1747686138.1343882,[4.3823585],[-0.53330616],[-1.47780805]
1747686138.3271482,[4.38380674],[-0.55224297],[-1.47912857]
1747686138.497998,[4.38480454],[-0.56019707],[-1.48182743]
1747686138.6574214,[4.38480454],[-0.56019707],[-1.4811616]
1747686138.9677413,[4.38521848],[-0.56417584],[-1.48117711]
1747686139.1337366,[4.38548945],[-0.5671627],[-1.47996553]
1747686139.3114092,[4.38621855],[-0.57512712],[-1.48107452]
1747686139.4476311,[4.38621855],[-0.57512712],[-1.48107452]
1747686139.770542,[4.3867723],[-0.58110015],[-1.48069564]
1747686139.946142,[4.38700702],[-0.58408938],[-1.48026563]
1747686140.120996,[4.38738882],[-0.58807046],[-1.48026563]
1747686140.2796805,[4.38759581],[-0.59005963],[-1.48055368]
1747686140.5469627,[4.38808865],[-0.5960375],[-1.48077142]
1747686140.7193186,[4.38832134],[-0.60002952],[-1.48305267]
1747686140.8788981,[4.38858177],[-0.60101452],[-1.48305267]
1747686141.0541222,[4.38858177],[-0.60101452],[-1.48147039]
1747686141.359221,[4.38911261],[-0.60698941],[-1.48078879]
1747686141.5020087,[4.38911261],[-0.60698941],[-1.48015842]
1747686141.6660068,[4.38952697],[-0.61197057],[-1.48382351]
1747686141.8008652,[4.38966747],[-0.61296256],[-1.48206706]
1747686142.082847,[4.38984384],[-0.61495424],[-1.48206706]
1747686142.2462666,[4.39034786],[-0.62093139],[-1.48155975]
1747686142.431561,[4.39153597],[-0.63888836],[-1.48493192]
1747686142.6440978,[4.39260563],[-0.64785676],[-1.48659508]
1747686142.926068,[4.39340615],[-0.65583706],[-1.48686153]
1747686143.1702724,[4.39348216],[-0.65683383],[-1.48503071]
1747686143.3658702,[4.39366188],[-0.6588256],[-1.48503071]
1747686143.6206923,[4.39384856],[-0.66181881],[-1.48503071]
1747686143.7798908,[4.39415706],[-0.66480409],[-1.48319323]
1747686143.9443676,[4.39428109],[-0.66579738],[-1.48467303]
1747686144.0924592,[4.39428109],[-0.66579738],[-1.48467303]
1747686144.3702605,[4.39428109],[-0.66579738],[-1.48299259]
1747686144.564045,[4.39470422],[-0.6707779],[-1.48246928]
1747686144.6977828,[4.39470422],[-0.6707779],[-1.48246928]
1747686144.8566332,[4.394769],[-0.67177552],[-1.48611892]
1747686145.1528332,[4.39568485],[-0.69073474],[-1.48165526]
1747686145.34849,[4.39678312],[-0.69471706],[-1.48552995]
1747686145.513792,[4.39711176],[-0.69870313],[-1.48696086]
1747686145.6796033,[4.39711176],[-0.69870313],[-1.48409813]
1747686145.9836497,[4.39740385],[-0.70168928],[-1.48639414]
1747686146.1868527,[4.39784012],[-0.71766709],[-1.48639414]
1747686146.3540587,[4.39895108],[-0.71965596],[-1.4877504]
1747686146.536457,[4.39905034],[-0.72065158],[-1.48239525]
1747686146.825727,[4.39972917],[-0.72862166],[-1.47991219]
1747686147.017221,[4.40009213],[-0.73260429],[-1.47674987]
1747686147.208043,[4.40094781],[-0.74156155],[-1.47593479]
1747686147.45329,[4.40104348],[-0.74255675],[-1.47590694]
1747686147.6015267,[4.40161186],[-0.74852841],[-1.47587753]
1747686147.783094,[4.40161186],[-0.74852841],[-1.47587712]
1747686147.9624853,[4.40208572],[-0.75350478],[-1.47587406]
1747686148.23883,[4.40227524],[-0.75549531],[-1.47587284]
1747686148.4292905,[4.4028438],[-0.76146694],[-1.47587106]
1747686148.5758018,[4.4028438],[-0.76146694],[-1.47587106]
1747686148.7439969,[4.40293857],[-0.76246223],[-1.47587044]
1747686149.0060635,[4.40293857],[-0.76246223],[-1.47587041]
1747686149.2065332,[4.40369666],[-0.77042441],[-1.47587051]
1747686149.3945587,[4.4050235],[-0.78435821],[-1.47585709]
1747686149.558565,[4.40549738],[-0.78933456],[-1.47572966]
1747686149.8149335,[4.40578288],[-0.79232025],[-1.47571748]
1747686149.9790132,[4.40616254],[-0.79630128],[-1.47571544]
1747686150.2299407,[4.40673204],[-0.8022728],[-1.47571495]
1747686150.5110803,[4.40720662],[-0.80724907],[-1.47571504]
1747686150.6709962,[4.40810714],[-0.81720618],[-1.48106017]
1747686150.818155,[4.40815642],[-0.81820549],[-1.49063278]
1747686150.9734485,[4.40828333],[-0.8202012],[-1.50754576]
1747686151.250687,[4.40846367],[-0.82519777],[-1.55024963]
1747686151.4165792,[4.40856637],[-0.83019559],[-1.55024963]
1747686151.5798078,[4.40811933],[-0.83518839],[-1.63651525]
1747686151.7517664,[4.40811933],[-0.83518839],[-1.74120322]
1747686152.0275295,[4.40766722],[-0.83715301],[-1.7519297]
1747686152.1809497,[4.40720898],[-0.83910034],[-1.81160137]
1747686152.3615754,[4.40697056],[-0.84007127],[-1.81160137]
1747686152.5090396,[4.4066434],[-0.8410195],[-1.86136522]
1747686152.7626772,[4.4066434],[-0.8410195],[-1.93871114]
1747686152.9341729,[4.40622815],[-0.84193578],[-1.95212472]
1747686153.1271262,[4.39738416],[-0.85643837],[-2.23846679]
1747686153.2904246,[4.3900664],[-0.86465371],[-2.29412725]
1747686153.5622132,[4.38190097],[-0.87207434],[-2.36872263]
1747686153.7580051,[4.36998679],[-0.88124684],[-2.49146183]
1747686153.9315207,[4.36839513],[-0.88245715],[-2.55425122]
1747686154.1247697,[4.36581421],[-0.88400911],[-2.55425122]
1747686154.4287817,[4.35832414],[-0.88899534],[-2.55425122]
1747686154.597561,[4.35832414],[-0.88899534],[-2.64184667]
1747686154.8088796,[4.3545376],[-0.89049691],[-2.79385419]
1747686155.0383632,[4.34074239],[-0.89334918],[-3.03266915]
1747686155.3101592,[4.33870633],[-0.89331768],[-3.06682004]
1747686155.4838784,[4.33870633],[-0.89331768],[-3.10492419]
1747686155.6447866,[4.33669862],[-0.89332177],[-3.19415574]
1747686155.8874662,[4.33371217],[-0.8929041],[-3.24910542]
1747686156.1792793,[4.32206494],[-0.88993582],[2.89308752]
1747686156.408256,[4.31840455],[-0.88819034],[2.75808994]
1747686156.5942316,[4.31284166],[-0.88594583],[2.63666797]
1747686156.9089754,[4.30621801],[-0.88131917],[2.53584406]
1747686157.1105232,[4.30235672],[-0.8781368],[2.44069027]
1747686157.2898407,[4.30159262],[-0.87749203],[2.37969902]
1747686157.4526687,[4.30091737],[-0.87674434],[2.34010489]
1747686157.7365346,[4.29197743],[-0.86730701],[2.33121528]
1747686157.9141018,[4.2905993],[-0.86585825],[2.31200537]
1747686158.076104,[4.28934758],[-0.86428969],[2.31200537]
1747686158.2633367,[4.28261046],[-0.8569027],[2.31010571]
1747686158.5726798,[4.276548],[-0.85025358],[2.31006418]
1747686158.7415864,[4.2738536],[-0.84729838],[2.3100645]
1747686158.901577,[4.27318002],[-0.8465596],[2.31008401]
1747686159.1727588,[4.2718328],[-0.84508205],[2.31009404]
1747686159.356483,[4.26779111],[-0.84064943],[2.31009966]
1747686159.5135243,[4.26442302],[-0.83695561],[2.31010023]
1747686159.7042537,[4.2637494],[-0.83621684],[2.3101002]
1747686159.9993145,[4.26105492],[-0.83326176],[2.31010012]
1747686160.2020786,[4.25364513],[-0.82513532],[2.31009944]
1747686160.3892598,[4.25229789],[-0.82365777],[2.31009829]
1747686160.7204225,[4.24151993],[-0.81183736],[2.31009786]
1747686160.9099333,[4.2408463],[-0.81109858],[2.3100986]
1747686161.075905,[4.23949904],[-0.80962102],[2.3100986]
1747686161.237834,[4.23949904],[-0.80962102],[2.3100986]
1747686161.5119762,[4.23747819],[-0.80740471],[2.3100986]
1747686161.71609,[4.23747819],[-0.80740471],[2.31009902]
1747686161.8881207,[4.23478417],[-0.80444871],[2.31001464]
1747686162.087563,[4.22889811],[-0.79764214],[2.27325131]
1747686162.350892,[4.2282514],[-0.79687966],[2.26051782]
1747686162.5034604,[4.2282514],[-0.79687966],[2.25294794]
1747686162.6884377,[4.22700456],[-0.79531561],[2.25294794]
1747686162.973978,[4.22700456],[-0.79531561],[2.22938798]
1747686163.1718814,[4.21935825],[-0.7848042],[2.19346156]
1747686163.3500564,[4.21353305],[-0.77545209],[2.14450307]
1747686163.517568,[4.20458232],[-0.76100084],[2.12325925]
1747686163.7677977,[4.20222773],[-0.75657816],[2.10493966]
1747686163.9289904,[4.20016999],[-0.75314925],[2.09540436]
1747686164.0781698,[4.19973479],[-0.75224458],[2.09026835]
1747686164.3640337,[4.19874563],[-0.7505067],[2.09026835]
1747686164.577306,[4.19630856],[-0.74614192],[2.05176663]
1747686164.756572,[4.194984],[-0.74344727],[2.05176663]
1747686164.9283216,[4.19380244],[-0.74068547],[1.96207653]
1747686165.2362564,[4.19380244],[-0.74068547],[1.94832088]
1747686165.4198453,[4.19251245],[-0.73689288],[1.84808449]
1747686165.618871,[4.19076513],[-0.73011493],[1.77718646]
1747686165.930937,[4.19048249],[-0.72812498],[1.76012962]
1747686166.172513,[4.18875445],[-0.71726347],[1.72132718]
1747686166.3709285,[4.18782305],[-0.71032584],[1.7094602]
1747686166.5582197,[4.18741086],[-0.70735502],[1.70881658]
1747686166.8391862,[4.18714129],[-0.70537378],[1.70855997]
1747686167.0079966,[4.1868638],[-0.70339363],[1.70855997]
1747686167.207762,[4.18600809],[-0.69745652],[1.70855997]
1747686167.4873934,[4.18590485],[-0.69646134],[1.7089598]
1747686167.6613681,[4.18590485],[-0.69646134],[1.70863854]
1747686167.8374865,[4.18576852],[-0.69547092],[1.70863854]
1747686168.05235,[4.18339554],[-0.67864184],[1.70836247]
1747686168.3632064,[4.18178121],[-0.66675345],[1.7089977]
1747686168.5526807,[4.18137431],[-0.66378193],[1.70897421]
1747686168.7281358,[4.18137431],[-0.66378193],[1.70897421]
1747686168.980576,[4.18123468],[-0.66279199],[1.70897421]
1747686169.143902,[4.18123468],[-0.66279199],[1.70870361]
1747686169.3480682,[4.17956701],[-0.65091166],[1.70893081]
1747686169.516386,[4.17956701],[-0.65091166],[1.70893081]
1747686169.7799382,[4.17956701],[-0.65091166],[1.70876912]
1747686169.942774,[4.17945685],[-0.6499175],[1.70850082]
1747686170.0882268,[4.17945685],[-0.6499175],[1.70867882]
1747686170.3899713,[4.17945685],[-0.6499175],[1.70833757]
1747686170.6043835,[4.17802947],[-0.64002294],[1.70878157]
1747686170.8266258,[4.17666682],[-0.63011657],[1.71007366]
1747686171.088844,[4.17666682],[-0.63011657],[1.71041261]
1747686171.268209,[4.17614261],[-0.62615054],[1.71035664]
1747686171.451505,[4.17585856],[-0.62417058],[1.70951702]
1747686171.6532485,[4.17517791],[-0.61921781],[1.70930661]
1747686171.9663422,[4.17460641],[-0.61525983],[1.70930661]
1747686172.1549406,[4.17283015],[-0.60339532],[1.71021188]
1747686172.3106017,[4.17266801],[-0.60240879],[1.71046811]
1747686172.6442826,[4.17226796],[-0.59842415],[1.70999095]
1747686172.7786815,[4.17226796],[-0.59842415],[1.70539592]
1747686172.9944863,[4.17186531],[-0.59545202],[1.70539592]
1747686173.1555157,[4.17164804],[-0.59346379],[1.69058333]
1747686173.4780047,[4.17164804],[-0.59346379],[1.68055965]
1747686173.6256154,[4.17164804],[-0.59346379],[1.67367639]
1747686173.8237069,[4.17135241],[-0.59047873],[1.65438652]
1747686174.1344235,[4.17121259],[-0.58848325],[1.65438652]
